일자,노선,시간,정류장,승차승객,하차승객,환승
2021년 06월 19일,711번(신탄진~대전역),10:00,신탄진동행정복지센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),10:00,신탄진시장,0,2,0
2021년 06월 19일,711번(신탄진~대전역),10:00,금강엑슬루타워,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,금강엑슬루타워,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진시장,4,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진동행정복지센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,새여울아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진고등학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,석봉초등학교,4,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,남경마을,4,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,덕암동주민센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,평촌동,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진한일병원,1,1,1
2021년 06월 19일,711번(신탄진~대전역),11:00,선바위,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,들말/신대차고지,3,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신대주공아파트,2,2,0
2021년 06월 19일,711번(신탄진~대전역),11:00,와동초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,읍내동현대아파트,12,3,1
2021년 06월 19일,711번(신탄진~대전역),11:00,영진아파트,4,2,0
2021년 06월 19일,711번(신탄진~대전역),11:00,법동주공3단지,4,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,안산도서관,7,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,중리시장,9,2,1
2021년 06월 19일,711번(신탄진~대전역),11:00,중리근린공원,12,2,0
2021년 06월 19일,711번(신탄진~대전역),11:00,중리동주민센터,10,3,1
2021년 06월 19일,711번(신탄진~대전역),11:00,한남병원,4,2,3
2021년 06월 19일,711번(신탄진~대전역),11:00,동대전고등학교,3,3,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한숲아파트,2,4,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한남로삼거리,12,10,1
2021년 06월 19일,711번(신탄진~대전역),11:00,대전신학대학교,6,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한남대학교,11,0,2
2021년 06월 19일,711번(신탄진~대전역),11:00,한남오거리,3,4,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대덕구청,4,3,0
2021년 06월 19일,711번(신탄진~대전역),11:00,솔랑마을아파트,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한밭자이아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,삼성초등학교,2,17,1
2021년 06월 19일,711번(신탄진~대전역),11:00,대전역,2,22,2
2021년 06월 19일,711번(신탄진~대전역),11:00,으능정이거리,0,16,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대흥동성당,2,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대흥동우체국,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,이스트시티아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대전역동광장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대동역3번출구,1,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,베스티안우송병원,1,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,원동네거리,3,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,대흥동우체국,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대흥동성당,4,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,으능정이거리,4,1,1
2021년 06월 19일,711번(신탄진~대전역),11:00,대전역,17,0,2
2021년 06월 19일,711번(신탄진~대전역),11:00,삼성초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,삼성네거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한밭자이아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,솔랑마을아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대덕구청,1,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한남오거리,2,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,한남대학교,2,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,대전신학대학교,3,0,1
2021년 06월 19일,711번(신탄진~대전역),11:00,한남로삼거리,3,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,한숲아파트,1,4,0
2021년 06월 19일,711번(신탄진~대전역),11:00,동대전고등학교,3,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,중리동주민센터,1,6,0
2021년 06월 19일,711번(신탄진~대전역),11:00,중리근린공원,1,5,0
2021년 06월 19일,711번(신탄진~대전역),11:00,중리시장,1,6,0
2021년 06월 19일,711번(신탄진~대전역),11:00,유원아파트,0,6,0
2021년 06월 19일,711번(신탄진~대전역),11:00,삼정하이츠타운,3,3,1
2021년 06월 19일,711번(신탄진~대전역),11:00,연축아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,와동현대아파트,6,0,2
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진한일병원,2,2,1
2021년 06월 19일,711번(신탄진~대전역),11:00,평촌동,6,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,덕암동주민센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,남경마을,0,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,석봉과선교,1,10,0
2021년 06월 19일,711번(신탄진~대전역),11:00,석봉초등학교,0,6,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),11:00,용정초등학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진동행정복지센터,0,3,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진시장,0,5,0
2021년 06월 19일,711번(신탄진~대전역),11:00,금강엑슬루타워,0,2,0
2021년 06월 19일,711번(신탄진~대전역),11:00,신탄진기점지,10,1,1
2021년 06월 19일,711번(신탄진~대전역),12:00,금강엑슬루타워정문,1,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,금강엑슬루타워,3,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진시장,2,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진동행정복지센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,새여울아파트,8,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진고등학교,6,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,석봉초등학교,4,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,남경마을,5,6,2
2021년 06월 19일,711번(신탄진~대전역),12:00,덕암동주민센터,0,2,0
2021년 06월 19일,711번(신탄진~대전역),12:00,평촌동,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진한일병원,2,2,1
2021년 06월 19일,711번(신탄진~대전역),12:00,선바위,1,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신대주공아파트,7,2,1
2021년 06월 19일,711번(신탄진~대전역),12:00,와동초등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대한통운종점,0,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,읍내동현대아파트,3,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,영진아파트,1,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,법동주공3단지,6,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,안산도서관,4,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,중리시장,9,4,0
2021년 06월 19일,711번(신탄진~대전역),12:00,중리근린공원,5,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,중리동주민센터,2,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한남병원,2,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,동대전고등학교,5,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한숲아파트,9,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한남로삼거리,10,4,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대전신학대학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한남대학교,3,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,한남오거리,16,25,1
2021년 06월 19일,711번(신탄진~대전역),12:00,대덕구청,1,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,솔랑마을아파트,2,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한밭자이아파트,3,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,삼성초등학교,0,4,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대전역,1,17,1
2021년 06월 19일,711번(신탄진~대전역),12:00,으능정이거리,0,30,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대흥동성당,0,11,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대흥동우체국,0,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대동역2번출구,2,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대동역3번출구,2,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,베스티안우송병원,4,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,원동네거리,4,0,1
2021년 06월 19일,711번(신탄진~대전역),12:00,대흥동우체국,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대흥동성당,3,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,으능정이거리,8,2,2
2021년 06월 19일,711번(신탄진~대전역),12:00,대전역,19,0,5
2021년 06월 19일,711번(신탄진~대전역),12:00,한밭자이아파트,1,8,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한남오거리,6,2,2
2021년 06월 19일,711번(신탄진~대전역),12:00,한남대학교,3,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,대전신학대학교,3,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한남로삼거리,1,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,한숲아파트,5,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,동대전고등학교,5,2,0
2021년 06월 19일,711번(신탄진~대전역),12:00,중리동주민센터,1,3,1
2021년 06월 19일,711번(신탄진~대전역),12:00,중리근린공원,2,5,0
2021년 06월 19일,711번(신탄진~대전역),12:00,중리시장,5,8,3
2021년 06월 19일,711번(신탄진~대전역),12:00,유원아파트,2,3,0
2021년 06월 19일,711번(신탄진~대전역),12:00,삼정하이츠타운,0,5,0
2021년 06월 19일,711번(신탄진~대전역),12:00,읍내동현대아파트,2,1,2
2021년 06월 19일,711번(신탄진~대전역),12:00,연축아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,와동현대아파트,2,3,2
2021년 06월 19일,711번(신탄진~대전역),12:00,들말/신대차고지,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,선바위삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진한일병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,평촌동,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,덕암동주민센터,1,0,0
2021년 06월 19일,711번(신탄진~대전역),12:00,남경마을,1,3,1
2021년 06월 19일,711번(신탄진~대전역),12:00,석봉과선교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,석봉초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진고등학교,3,2,0
2021년 06월 19일,711번(신탄진~대전역),12:00,용정초등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진동행정복지센터,0,2,0
2021년 06월 19일,711번(신탄진~대전역),12:00,신탄진시장,0,4,0
2021년 06월 19일,711번(신탄진~대전역),13:00,금강엑슬루타워,2,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진시장,5,0,2
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진동행정복지센터,2,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,새여울아파트,2,1,1
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진고등학교,4,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,석봉초등학교,9,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,남경마을,3,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,평촌동,2,4,1
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진한일병원,2,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,선바위,2,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,신대주공아파트,2,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,와동초등학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대한통운종점,0,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,읍내동현대아파트,4,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,영진아파트,6,1,1
2021년 06월 19일,711번(신탄진~대전역),13:00,법동주공3단지,8,4,0
2021년 06월 19일,711번(신탄진~대전역),13:00,안산도서관,4,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,중리시장,5,4,1
2021년 06월 19일,711번(신탄진~대전역),13:00,중리근린공원,8,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,중리동주민센터,5,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남병원,3,2,2
2021년 06월 19일,711번(신탄진~대전역),13:00,동대전고등학교,4,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,한숲아파트,5,4,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남로삼거리,12,5,1
2021년 06월 19일,711번(신탄진~대전역),13:00,대전신학대학교,6,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남대학교,2,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남오거리,1,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대덕구청,4,0,2
2021년 06월 19일,711번(신탄진~대전역),13:00,솔랑마을아파트,5,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,한밭자이아파트,5,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,삼성초등학교,0,8,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대전역,3,22,0
2021년 06월 19일,711번(신탄진~대전역),13:00,으능정이거리,1,17,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대흥동성당,1,9,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대흥동우체국,0,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,이스트시티아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대동역2번출구,0,4,0
2021년 06월 19일,711번(신탄진~대전역),13:00,신안동,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대전역동광장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대동역3번출구,2,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,베스티안우송병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대흥동우체국,1,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대흥동성당,11,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,으능정이거리,15,0,9
2021년 06월 19일,711번(신탄진~대전역),13:00,대전역,11,4,3
2021년 06월 19일,711번(신탄진~대전역),13:00,삼성초등학교,1,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,삼성네거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한밭자이아파트,3,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,솔랑마을아파트,1,2,1
2021년 06월 19일,711번(신탄진~대전역),13:00,대덕구청,3,0,1
2021년 06월 19일,711번(신탄진~대전역),13:00,한남오거리,2,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남대학교,0,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대전신학대학교,3,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한남로삼거리,1,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,한숲아파트,10,5,0
2021년 06월 19일,711번(신탄진~대전역),13:00,중리동주민센터,2,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,중리근린공원,1,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,중리시장,3,5,1
2021년 06월 19일,711번(신탄진~대전역),13:00,유원아파트,0,5,0
2021년 06월 19일,711번(신탄진~대전역),13:00,삼정하이츠타운,0,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,읍내동현대아파트,0,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,대덕구장애인복지관,0,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,와동현대아파트,4,5,4
2021년 06월 19일,711번(신탄진~대전역),13:00,들말/신대차고지,1,2,1
2021년 06월 19일,711번(신탄진~대전역),13:00,선바위삼거리,0,1,0
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진한일병원,2,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,남경마을,0,3,0
2021년 06월 19일,711번(신탄진~대전역),13:00,석봉과선교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,석봉초등학교,0,4,0
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진고등학교,2,7,0
2021년 06월 19일,711번(신탄진~대전역),13:00,용정초등학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),13:00,신탄진시장,1,0,0
2021년 06월 19일,711번(신탄진~대전역),13:00,금강엑슬루타워,0,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,금강엑슬루타워정문,4,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,금강엑슬루타워,3,4,2
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진시장,5,0,3
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진동행정복지센터,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,새여울아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진고등학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,석봉초등학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,남경마을,3,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,덕암동주민센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진한일병원,3,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,상서삼거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신대주공아파트,1,4,0
2021년 06월 19일,711번(신탄진~대전역),14:00,와동초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,성우동산,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대한통운종점,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,읍내동현대아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,영진아파트,3,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,법동주공3단지,6,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,안산도서관,9,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,중리시장,11,3,0
2021년 06월 19일,711번(신탄진~대전역),14:00,중리근린공원,6,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,중리동주민센터,2,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남병원,8,1,5
2021년 06월 19일,711번(신탄진~대전역),14:00,동대전고등학교,5,3,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한숲아파트,6,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남로삼거리,20,2,2
2021년 06월 19일,711번(신탄진~대전역),14:00,대전신학대학교,7,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남대학교,3,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남오거리,3,7,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대덕구청,3,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,솔랑마을아파트,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한밭자이아파트,5,3,0
2021년 06월 19일,711번(신탄진~대전역),14:00,삼성초등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대전역,1,28,0
2021년 06월 19일,711번(신탄진~대전역),14:00,으능정이거리,0,12,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대흥동성당,0,8,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대흥동우체국,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,이스트시티아파트,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대동역2번출구,0,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대전역동광장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신안동,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대동역3번출구,3,0,2
2021년 06월 19일,711번(신탄진~대전역),14:00,베스티안우송병원,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,원동네거리,5,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대흥동우체국,6,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,대흥동성당,6,3,2
2021년 06월 19일,711번(신탄진~대전역),14:00,으능정이거리,13,3,3
2021년 06월 19일,711번(신탄진~대전역),14:00,대전역,26,1,11
2021년 06월 19일,711번(신탄진~대전역),14:00,삼성초등학교,1,0,1
2021년 06월 19일,711번(신탄진~대전역),14:00,삼성네거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한밭자이아파트,1,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남오거리,3,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남대학교,1,1,1
2021년 06월 19일,711번(신탄진~대전역),14:00,대전신학대학교,2,4,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한남로삼거리,7,3,0
2021년 06월 19일,711번(신탄진~대전역),14:00,한숲아파트,3,5,0
2021년 06월 19일,711번(신탄진~대전역),14:00,동대전고등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,중리동주민센터,2,5,1
2021년 06월 19일,711번(신탄진~대전역),14:00,중리근린공원,3,6,0
2021년 06월 19일,711번(신탄진~대전역),14:00,중리시장,8,0,2
2021년 06월 19일,711번(신탄진~대전역),14:00,유원아파트,1,5,0
2021년 06월 19일,711번(신탄진~대전역),14:00,삼정하이츠타운,2,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,읍내동현대아파트,1,4,1
2021년 06월 19일,711번(신탄진~대전역),14:00,정수장,2,0,0
2021년 06월 19일,711번(신탄진~대전역),14:00,성우동산,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,와동현대아파트,6,1,3
2021년 06월 19일,711번(신탄진~대전역),14:00,선바위,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진한일병원,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,평촌동,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,덕암동주민센터,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,석봉과선교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),14:00,석봉초등학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,용정초등학교,2,3,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진동행정복지센터,1,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,신탄진시장,0,1,0
2021년 06월 19일,711번(신탄진~대전역),14:00,금강엑슬루타워,0,5,0
2021년 06월 19일,711번(신탄진~대전역),15:00,금강엑슬루타워정문,3,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,금강엑슬루타워,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,신탄진시장,8,0,1
2021년 06월 19일,711번(신탄진~대전역),15:00,신탄진동행정복지센터,1,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,새여울아파트,5,2,1
2021년 06월 19일,711번(신탄진~대전역),15:00,신탄진고등학교,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,석봉초등학교,6,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,남경마을,3,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,덕암동주민센터,0,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,평촌동,1,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,신탄진한일병원,1,3,0
2021년 06월 19일,711번(신탄진~대전역),15:00,상서삼거리,0,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,선바위,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대한통운종점,0,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,읍내동현대아파트,5,0,1
2021년 06월 19일,711번(신탄진~대전역),15:00,영진아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,법동주공3단지,1,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,안산도서관,11,7,1
2021년 06월 19일,711번(신탄진~대전역),15:00,중리시장,6,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,중리근린공원,10,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,중리동주민센터,3,3,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한남병원,1,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,동대전고등학교,1,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한남로삼거리,8,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대전신학대학교,0,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한남대학교,0,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대덕구청,0,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,솔랑마을아파트,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한밭자이아파트,6,1,0
2021년 06월 19일,711번(신탄진~대전역),15:00,삼성초등학교,1,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대전역,0,7,0
2021년 06월 19일,711번(신탄진~대전역),15:00,으능정이거리,1,17,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대흥동성당,2,8,0
2021년 06월 19일,711번(신탄진~대전역),15:00,신안동,0,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,베스티안우송병원,6,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,원동네거리,1,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대흥동우체국,2,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대흥동성당,6,2,2
2021년 06월 19일,711번(신탄진~대전역),15:00,으능정이거리,30,5,3
2021년 06월 19일,711번(신탄진~대전역),15:00,대전역,31,0,10
2021년 06월 19일,711번(신탄진~대전역),15:00,삼성초등학교,1,0,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한밭자이아파트,5,4,0
2021년 06월 19일,711번(신탄진~대전역),15:00,솔랑마을아파트,4,1,2
2021년 06월 19일,711번(신탄진~대전역),15:00,대덕구청,5,1,1
2021년 06월 19일,711번(신탄진~대전역),15:00,한남오거리,5,5,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한남대학교,1,2,0
2021년 06월 19일,711번(신탄진~대전역),15:00,대전신학대학교,2,6,1
2021년 06월 19일,711번(신탄진~대전역),15:00,한남로삼거리,6,11,0
2021년 06월 19일,711번(신탄진~대전역),15:00,한숲아파트,4,8,0
2021년 06월 19일,711번(신탄진~대전역),15:00,동대전고등학교,2,4,0
2021년 06월 19일,711번(신탄진~대전역),15:00,중리동주민센터,0,8,0
2021년 06월 19일,711번(신탄진~대전역),15:00,중리근린공원,0,10,0
2021년 06월 19일,711번(신탄진~대전역),15:00,중리시장,8,6,3
2021년 06월 19일,711번(신탄진~대전역),15:00,유원아파트,0,2,0
